Brand,Year,Month,Grouping4,Grouping1,Grouping0,Giver,Receiver,Adjusted_Volume,Margin Revenue
BRAND2,2022,10,CAMPAIGN79,DIGITAL,HALO,BRAND1,BRAND2,22.26946887,4425.163004
BRAND2,2022,10,CAMPAIGN79,DIGITAL,HALO,BRAND3,BRAND2,155.8168038,30962.33501
BRAND2,2022,10,CAMPAIGN79,DIGITAL,HALO,BRAND4,BRAND2,0,0
BRAND2,2022,10,CAMPAIGN79,DIGITAL,HALO,BRAND9,BRAND2,9.653837926,1918.312767
BRAND2,2022,10,CAMPAIGN79,DIGITAL,TARGET,BRAND2,BRAND2,1.674670709,332.7735793
BRAND2,2022,10,CAMPAIGN8,DIGITAL,HALO,BRAND6,BRAND2,547.3247722,108758.8279
BRAND2,2022,10,CAMPAIGN80,DIGITAL,HALO,BRAND3,BRAND2,12.1620231,2416.713887
BRAND2,2022,10,CAMPAIGN81,TV,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,10,CAMPAIGN82,DIGITAL,HALO,BRAND5,BRAND2,42.53352616,8451.830957
BRAND2,2022,10,CAMPAIGN83,DIGITAL,HALO,BRAND5,BRAND2,6.330874987,1258.007272
BRAND2,2022,10,CAMPAIGN84,DIGITAL,HALO,BRAND5,BRAND2,87.40814532,17368.86017
BRAND2,2022,10,CAMPAIGN85,DIGITAL,HALO,BRAND4,BRAND2,167.1945512,33223.20559
BRAND2,2022,10,CAMPAIGN86,DIGITAL,HALO,BRAND4,BRAND2,90.97353113,18077.33748
BRAND2,2022,10,CAMPAIGN87,DIGITAL,HALO,BRAND4,BRAND2,0.047501298,9.438976185
BRAND2,2022,10,CAMPAIGN88,TV,TARGET,BRAND2,BRAND2,4446.84785,883632.5063
BRAND2,2022,10,CAMPAIGN89,DIGITAL,HALO,BRAND3,BRAND2,1.904167988,378.3769512
BRAND2,2022,10,CAMPAIGN9,DIGITAL,HALO,BRAND7,BRAND2,0,0
BRAND2,2022,10,CAMPAIGN90,DIGITAL,HALO,BRAND5,BRAND2,0.086184976,17.12580447
BRAND2,2022,10,CAMPAIGN91,DIGITAL,HALO,BRAND3,BRAND2,105.8734984,21038.10787
BRAND2,2022,10,PROMO,COLGATEOTHERPACK,PROMO,BRAND2,BRAND2,28.61022293,5685.133345
BRAND2,2022,10,PROMO,COLGATESACHET,PROMO,BRAND2,BRAND2,20272.41585,4028328.882
BRAND2,2022,10,PROMO,DISCOUNT,PROMO,BRAND2,BRAND2,0,0
BRAND2,2022,10,TRADE,DISPLAY,TRADE,BRAND2,BRAND2,55265.08539,10981717.29
BRAND2,2022,10,TRADE,LOCALTHEMATIC,TRADE,BRAND2,BRAND2,9598.64814,1907346.012
BRAND2,2022,10,TRADE,NPILISTING,TRADE,BRAND2,BRAND2,93.80987189,18640.94635
BRAND2,2022,11,BASE,BASE,BASE,BRAND2,BRAND2,708165.4195,142850767.9
BRAND2,2022,11,CAMPAIGN1,DIGITAL,HALO,BRAND6,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN1,TV,HALO,BRAND6,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN10,DIGITAL,HALO,BRAND1,BRAND2,6.485036615,1307.965425
BRAND2,2022,11,CAMPAIGN10,DIGITAL,HALO,BRAND3,BRAND2,697.5051127,140679.633
BRAND2,2022,11,CAMPAIGN10,DIGITAL,HALO,BRAND6,BRAND2,441.572417,89060.63115
BRAND2,2022,11,CAMPAIGN10,DIGITAL,HALO,BRAND8,BRAND2,170.5451607,34397.21113
BRAND2,2022,11,CAMPAIGN10,DIGITAL,HALO,BRAND9,BRAND2,237.1900752,47838.80737
BRAND2,2022,11,CAMPAIGN10,DIGITAL,TARGET,BRAND2,BRAND2,37.55097298,7573.646418
BRAND2,2022,11,CAMPAIGN11,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN12,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN13,DIGITAL,HALO,BRAND3,BRAND2,357.7993455,72164.46116
BRAND2,2022,11,CAMPAIGN137,DIGITAL,HALO,BRAND1,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN137,TV,HALO,BRAND1,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN138,TV,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN139,DIGITAL,TARGET,BRAND2,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN14,DIGITAL,TARGET,BRAND2,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN140,DIGITAL,HALO,BRAND4,BRAND2,204.9385979,41334.01493
BRAND2,2022,11,CAMPAIGN15,DIGITAL,HALO,BRAND8,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN16,DIGITAL,HALO,BRAND9,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN17,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN17,DIGITAL,HALO,BRAND6,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN18,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN19,DIGITAL,HALO,BRAND6,BRAND2,1045.070864,210780.0831
BRAND2,2022,11,CAMPAIGN2,DIGITAL,TARGET,BRAND2,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN2,TV,TARGET,BRAND2,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN20,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN21,DIGITAL,HALO,BRAND1,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN22,DIGITAL,HALO,BRAND1,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN23,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN24,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN25,DIGITAL,TARGET,BRAND2,BRAND2,174.3817192,35171.00566
BRAND2,2022,11,CAMPAIGN26,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN27,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN28,DIGITAL,HALO,BRAND10,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN29,DIGITAL,HALO,BRAND10,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN3,DIGITAL,HALO,BRAND5,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN3,TV,HALO,BRAND5,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN30,DIGITAL,TARGET,BRAND2,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN31,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN32,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN33,DIGITAL,HALO,BRAND6,BRAND2,8471.666487,1708648.31
BRAND2,2022,11,CAMPAIGN33,TV,HALO,BRAND6,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN34,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN35,DIGITAL,HALO,BRAND10,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN36,DIGITAL,HALO,BRAND10,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN36,TV,HALO,BRAND10,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN37,DIGITAL,HALO,BRAND6,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN38,DIGITAL,HALO,BRAND10,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN39,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN40,DIGITAL,TARGET,BRAND2,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN41,DIGITAL,TARGET,BRAND2,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN42,DIGITAL,HALO,BRAND9,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN42,DIGITAL,TARGET,BRAND2,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN43,DIGITAL,HALO,BRAND6,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN44,DIGITAL,HALO,BRAND6,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN45,DIGITAL,HALO,BRAND8,BRAND2,305.3445548,61584.86745
BRAND2,2022,11,CAMPAIGN46,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN47,DIGITAL,HALO,BRAND9,BRAND2,600.4950759,121113.7028
BRAND2,2022,11,CAMPAIGN48,DIGITAL,HALO,BRAND9,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN49,DIGITAL,HALO,BRAND8,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN50,DIGITAL,TARGET,BRAND2,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN51,DIGITAL,HALO,BRAND8,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN52,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN53,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN54,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN55,DIGITAL,HALO,BRAND3,BRAND2,1221.483287,246360.6608
BRAND2,2022,11,CAMPAIGN56,DIGITAL,HALO,BRAND9,BRAND2,733.6301455,147965.6819
BRAND2,2022,11,CAMPAIGN57,DIGITAL,HALO,BRAND9,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN58,DIGITAL,HALO,BRAND4,BRAND2,1333.3035,268913.6519
BRAND2,2022,11,CAMPAIGN59,DIGITAL,HALO,BRAND4,BRAND2,500.0691885,100858.8305
BRAND2,2022,11,CAMPAIGN6,DIGITAL,HALO,BRAND5,BRAND2,36.61948791,7385.775424
BRAND2,2022,11,CAMPAIGN6,TV,HALO,BRAND5,BRAND2,10219.84203,2061237.401
BRAND2,2022,11,CAMPAIGN60,DIGITAL,HALO,BRAND4,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN61,DIGITAL,HALO,BRAND4,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN62,DIGITAL,TARGET,BRAND2,BRAND2,1621.834273,327107.3519
BRAND2,2022,11,CAMPAIGN63,DIGITAL,TARGET,BRAND2,BRAND2,2738.300481,552287.1442
BRAND2,2022,11,CAMPAIGN64,DIGITAL,HALO,BRAND8,BRAND2,230.6567881,46521.11033
BRAND2,2022,11,CAMPAIGN65,DIGITAL,HALO,BRAND9,BRAND2,1309.499656,264112.6604
BRAND2,2022,11,CAMPAIGN66,DIGITAL,HALO,BRAND4,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN67,DIGITAL,HALO,BRAND4,BRAND2,259.452681,52328.94681
BRAND2,2022,11,CAMPAIGN68,DIGITAL,HALO,BRAND8,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN69,DIGITAL,HALO,BRAND4,BRAND2,168.5543828,33995.69162
BRAND2,2022,11,CAMPAIGN7,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN7,DIGITAL,HALO,BRAND6,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN7,DIGITAL,TARGET,BRAND2,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN70,DIGITAL,HALO,BRAND4,BRAND2,282.8922547,57056.46863
BRAND2,2022,11,CAMPAIGN79,DIGITAL,HALO,BRAND1,BRAND2,26.97378819,5440.336643
BRAND2,2022,11,CAMPAIGN79,DIGITAL,HALO,BRAND3,BRAND2,166.1317712,33507.07569
BRAND2,2022,11,CAMPAIGN79,DIGITAL,HALO,BRAND4,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN79,DIGITAL,HALO,BRAND9,BRAND2,10.01706017,2020.33838
BRAND2,2022,11,CAMPAIGN79,DIGITAL,TARGET,BRAND2,BRAND2,8.578745743,1730.245099
BRAND2,2022,11,CAMPAIGN8,DIGITAL,HALO,BRAND6,BRAND2,678.1827689,136782.5143
BRAND2,2022,11,CAMPAIGN80,DIGITAL,HALO,BRAND3,BRAND2,0.969492878,195.5367779
BRAND2,2022,11,CAMPAIGN81,TV,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN82,DIGITAL,HALO,BRAND5,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN83,DIGITAL,HALO,BRAND5,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN84,DIGITAL,HALO,BRAND5,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN85,DIGITAL,HALO,BRAND4,BRAND2,32.27420377,6509.376146
BRAND2,2022,11,CAMPAIGN86,DIGITAL,HALO,BRAND4,BRAND2,19.33263108,3899.193563
BRAND2,2022,11,CAMPAIGN87,DIGITAL,HALO,BRAND4,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN88,TV,TARGET,BRAND2,BRAND2,10085.69216,2034180.748
BRAND2,2022,11,CAMPAIGN89,DIGITAL,HALO,BRAND3,BRAND2,1.038900606,209.5356054
BRAND2,2022,11,CAMPAIGN9,DIGITAL,HALO,BRAND7,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN90,DIGITAL,HALO,BRAND5,BRAND2,0,0
BRAND2,2022,11,CAMPAIGN91,DIGITAL,HALO,BRAND3,BRAND2,7.88025897,1589.367475
BRAND2,2022,11,CAMPAIGN92,DIGITAL,HALO,BRAND3,BRAND2,0.467484985,94.2869306
BRAND2,2022,11,PROMO,COLGATEOTHERPACK,PROMO,BRAND2,BRAND2,20.66773998,4168.471345
BRAND2,2022,11,PROMO,COLGATESACHET,PROMO,BRAND2,BRAND2,18110.8779,3652778.467
BRAND2,2022,11,PROMO,DISCOUNT,PROMO,BRAND2,BRAND2,0,0
BRAND2,2022,11,TRADE,DISPLAY,TRADE,BRAND2,BRAND2,42098.35464,8490806.694
BRAND2,2022,11,TRADE,LOCALTHEMATIC,TRADE,BRAND2,BRAND2,12451.08363,2511255.967
BRAND2,2022,11,TRADE,NPILISTING,TRADE,BRAND2,BRAND2,18.01365247,3633.169094
BRAND2,2022,12,BASE,BASE,BASE,BRAND2,BRAND2,676860.3552,143873338.5
BRAND2,2022,12,CAMPAIGN1,DIGITAL,HALO,BRAND6,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN1,TV,HALO,BRAND6,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN10,DIGITAL,HALO,BRAND1,BRAND2,5.549586015,1179.306796
BRAND2,2022,12,CAMPAIGN10,DIGITAL,HALO,BRAND3,BRAND2,569.0835771,120932.2873
BRAND2,2022,12,CAMPAIGN10,DIGITAL,HALO,BRAND6,BRAND2,444.6145099,94482.16711
BRAND2,2022,12,CAMPAIGN10,DIGITAL,HALO,BRAND8,BRAND2,190.7818359,40541.81972
BRAND2,2022,12,CAMPAIGN10,DIGITAL,HALO,BRAND9,BRAND2,283.0870597,60157.00857
BRAND2,2022,12,CAMPAIGN10,DIGITAL,TARGET,BRAND2,BRAND2,77.98582252,16572.26508
BRAND2,2022,12,CAMPAIGN11,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN12,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN13,DIGITAL,HALO,BRAND3,BRAND2,344.0723962,73116.60981
BRAND2,2022,12,CAMPAIGN137,DIGITAL,HALO,BRAND1,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN137,TV,HALO,BRAND1,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN138,TV,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN139,DIGITAL,TARGET,BRAND2,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN14,DIGITAL,TARGET,BRAND2,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN140,DIGITAL,HALO,BRAND4,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN141,DIGITAL,TARGET,BRAND2,BRAND2,6.428405115,1366.058986
BRAND2,2022,12,CAMPAIGN142,DIGITAL,TARGET,BRAND2,BRAND2,24.76475316,5262.598262
BRAND2,2022,12,CAMPAIGN15,DIGITAL,HALO,BRAND8,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN16,DIGITAL,HALO,BRAND9,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN16,TV,HALO,BRAND9,BRAND2,4772.394976,1014150.932
BRAND2,2022,12,CAMPAIGN17,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN17,DIGITAL,HALO,BRAND6,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN18,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN19,DIGITAL,HALO,BRAND6,BRAND2,802.8217697,170602.4858
BRAND2,2022,12,CAMPAIGN2,DIGITAL,TARGET,BRAND2,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN2,TV,TARGET,BRAND2,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN20,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN21,DIGITAL,HALO,BRAND1,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN22,DIGITAL,HALO,BRAND1,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN23,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN24,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN25,DIGITAL,TARGET,BRAND2,BRAND2,245.8355377,52240.92746
BRAND2,2022,12,CAMPAIGN26,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN27,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN28,DIGITAL,HALO,BRAND10,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN29,DIGITAL,HALO,BRAND10,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN3,DIGITAL,HALO,BRAND5,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN3,TV,HALO,BRAND5,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN30,DIGITAL,TARGET,BRAND2,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN31,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN32,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN33,DIGITAL,HALO,BRAND6,BRAND2,8719.278644,1852877.771
BRAND2,2022,12,CAMPAIGN33,TV,HALO,BRAND6,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN34,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN35,DIGITAL,HALO,BRAND10,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN36,DIGITAL,HALO,BRAND10,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN36,TV,HALO,BRAND10,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN37,DIGITAL,HALO,BRAND6,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN38,DIGITAL,HALO,BRAND10,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN39,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN40,DIGITAL,TARGET,BRAND2,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN41,DIGITAL,TARGET,BRAND2,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN42,DIGITAL,HALO,BRAND9,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN42,DIGITAL,TARGET,BRAND2,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN43,DIGITAL,HALO,BRAND6,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN44,DIGITAL,HALO,BRAND6,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN45,DIGITAL,HALO,BRAND8,BRAND2,656.7432483,139560.2797
BRAND2,2022,12,CAMPAIGN46,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN47,DIGITAL,HALO,BRAND9,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN48,DIGITAL,HALO,BRAND9,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN49,DIGITAL,HALO,BRAND8,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN50,DIGITAL,TARGET,BRAND2,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN51,DIGITAL,HALO,BRAND8,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN52,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN53,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN53,DIGITAL,HALO,BRAND9,BRAND2,137.7252457,29267.1053
BRAND2,2022,12,CAMPAIGN54,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN54,DIGITAL,HALO,BRAND9,BRAND2,93.66214348,19903.53912
BRAND2,2022,12,CAMPAIGN55,DIGITAL,HALO,BRAND3,BRAND2,936.3177638,198970.8601
BRAND2,2022,12,CAMPAIGN56,DIGITAL,HALO,BRAND9,BRAND2,46.07503001,9791.108001
BRAND2,2022,12,CAMPAIGN57,DIGITAL,HALO,BRAND9,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN58,DIGITAL,HALO,BRAND4,BRAND2,1507.248052,320295.58
BRAND2,2022,12,CAMPAIGN59,DIGITAL,HALO,BRAND4,BRAND2,409.9320719,87112.0255
BRAND2,2022,12,CAMPAIGN6,DIGITAL,HALO,BRAND5,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN6,TV,HALO,BRAND5,BRAND2,6745.478241,1433438.154
BRAND2,2022,12,CAMPAIGN60,DIGITAL,HALO,BRAND4,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN61,DIGITAL,HALO,BRAND4,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN62,DIGITAL,TARGET,BRAND2,BRAND2,326.8512759,69457.0604
BRAND2,2022,12,CAMPAIGN63,DIGITAL,TARGET,BRAND2,BRAND2,4407.157335,936536.6323
BRAND2,2022,12,CAMPAIGN64,DIGITAL,HALO,BRAND8,BRAND2,169.6711595,36055.72578
BRAND2,2022,12,CAMPAIGN65,DIGITAL,HALO,BRAND9,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN66,DIGITAL,HALO,BRAND4,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN67,DIGITAL,HALO,BRAND4,BRAND2,833.5645082,177135.4272
BRAND2,2022,12,CAMPAIGN68,DIGITAL,HALO,BRAND8,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN69,DIGITAL,HALO,BRAND4,BRAND2,224.785907,47767.80596
BRAND2,2022,12,CAMPAIGN7,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN7,DIGITAL,HALO,BRAND6,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN7,DIGITAL,TARGET,BRAND2,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN70,DIGITAL,HALO,BRAND4,BRAND2,133.5866097,28387.63041
BRAND2,2022,12,CAMPAIGN71,DIGITAL,TARGET,BRAND2,BRAND2,688.4627283,146300.7821
BRAND2,2022,12,CAMPAIGN72,DIGITAL,TARGET,BRAND2,BRAND2,890.9368096,189327.2457
BRAND2,2022,12,CAMPAIGN73,DIGITAL,TARGET,BRAND2,BRAND2,66.02284632,14030.09002
BRAND2,2022,12,CAMPAIGN74,DIGITAL,HALO,BRAND9,BRAND2,77.62106892,16494.75364
BRAND2,2022,12,CAMPAIGN75,DIGITAL,HALO,BRAND9,BRAND2,1305.774766,277481.789
BRAND2,2022,12,CAMPAIGN76,DIGITAL,TARGET,BRAND2,BRAND2,2726.861618,579467.8071
BRAND2,2022,12,CAMPAIGN77,DIGITAL,TARGET,BRAND2,BRAND2,19.71182397,4188.83281
BRAND2,2022,12,CAMPAIGN78,DIGITAL,HALO,BRAND9,BRAND2,33.90936163,7205.860136
BRAND2,2022,12,CAMPAIGN79,DIGITAL,HALO,BRAND1,BRAND2,16.68539305,3545.705457
BRAND2,2022,12,CAMPAIGN79,DIGITAL,HALO,BRAND3,BRAND2,89.01866098,18916.78255
BRAND2,2022,12,CAMPAIGN79,DIGITAL,HALO,BRAND4,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN79,DIGITAL,HALO,BRAND9,BRAND2,5.123564397,1088.775685
BRAND2,2022,12,CAMPAIGN79,DIGITAL,TARGET,BRAND2,BRAND2,8.344716401,1773.28196
BRAND2,2022,12,CAMPAIGN8,DIGITAL,HALO,BRAND6,BRAND2,770.5682794,163748.5042
BRAND2,2022,12,CAMPAIGN80,DIGITAL,HALO,BRAND3,BRAND2,1.666832842,354.2079164
BRAND2,2022,12,CAMPAIGN81,TV,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN82,DIGITAL,HALO,BRAND5,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN83,DIGITAL,HALO,BRAND5,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN84,DIGITAL,HALO,BRAND5,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN85,DIGITAL,HALO,BRAND4,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN86,DIGITAL,HALO,BRAND4,BRAND2,5.41570017,1150.855577
BRAND2,2022,12,CAMPAIGN87,DIGITAL,HALO,BRAND4,BRAND2,1.138614734,241.9596869
BRAND2,2022,12,CAMPAIGN88,TV,TARGET,BRAND2,BRAND2,9632.95564,2047037.387
BRAND2,2022,12,CAMPAIGN89,DIGITAL,HALO,BRAND3,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN9,DIGITAL,HALO,BRAND7,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN90,DIGITAL,HALO,BRAND5,BRAND2,0,0
BRAND2,2022,12,CAMPAIGN91,DIGITAL,HALO,BRAND3,BRAND2,13.59631226,2889.264787
BRAND2,2022,12,CAMPAIGN92,DIGITAL,HALO,BRAND3,BRAND2,2.617523335,556.2330325
BRAND2,2022,12,CAMPAIGN93,DIGITAL,TARGET,BRAND2,BRAND2,4.541294187,965.0411912
BRAND2,2022,12,CAMPAIGN94,DIGITAL,TARGET,BRAND2,BRAND2,64.5773931,13722.92606
BRAND2,2022,12,CAMPAIGN95,DIGITAL,HALO,BRAND9,BRAND2,144.5140638,30709.75333
BRAND2,2022,12,CAMPAIGN95,TV,HALO,BRAND9,BRAND2,2094.799271,445152.3069
BRAND2,2022,12,PROMO,COLGATEOTHERPACK,PROMO,BRAND2,BRAND2,4.283869448,910.3375173
BRAND2,2022,12,PROMO,COLGATESACHET,PROMO,BRAND2,BRAND2,16153.78431,3432736.708
BRAND2,2022,12,PROMO,DISCOUNT,PROMO,BRAND2,BRAND2,0,0
BRAND2,2022,12,TRADE,DISPLAY,TRADE,BRAND2,BRAND2,39773.06677,8451918.365
BRAND2,2022,12,TRADE,LOCALTHEMATIC,TRADE,BRAND2,BRAND2,4664.791364,991284.7814
BRAND2,2022,12,TRADE,NPILISTING,TRADE,BRAND2,BRAND2,132.5511951,28167.60113
BRAND2,2023,1,BASE,BASE,BASE,BRAND2,BRAND2,784934.7171,158786526.1
BRAND2,2023,1,CAMPAIGN1,DIGITAL,HALO,BRAND6,BRAND2,0,0
BRAND2,2023,1,CAMPAIGN1,TV,HALO,BRAND6,BRAND2,0,0
BRAND2,2023,1,CAMPAIGN10,DIGITAL,HALO,BRAND1,BRAND2,252.112976,50996.59864
